             eV             nm  Absorbance(f)     XX(length)     YY(length)     ZZ(length)      R(length)   XX(velocity)   YY(velocity)   ZZ(velocity)    R(velocity)
         2.3399       529.8800         0.0107       -81.0858        99.3358      -102.3334       -28.0278        56.9260      -117.6665       -33.5462       -31.4289
         2.6293       471.5500         0.0117       117.8288        18.9088       -14.4402        40.7658       -11.1339        70.3005        68.8636        42.6767
         2.6356       470.4200         0.0028        -6.9515         6.2091         3.4432         0.9003        12.5062         4.3948        -2.7510         4.7167
         2.6673       464.8200         0.0037        80.3667       -43.0135       -63.2332        -8.6267       -75.9226        27.0689        17.5802       -10.4245
         2.7147       456.7100         0.0090        57.1700       -10.7257        -5.3052        13.7130        -7.3192        35.0172        11.2637        12.9872
         2.7901       444.3700         0.0184        38.5098       -15.8511        -3.3731         6.4285       -94.9802        24.2740        87.8262         5.7067
         2.8206       439.5700         0.0048        17.7712       -73.1285        13.8493       -13.8360       -32.1174         7.0619       -17.6080       -14.2212
         2.8464       435.5800         0.0043        -7.8670       -59.7641        23.6450       -14.6621       -10.3633        37.2294       -73.8097       -15.6479
         2.9011       427.3700         0.0058        -7.2003       -18.9407        19.8826        -2.0861       -28.9231        13.4291        10.1949        -1.7663
         2.9707       417.3600         0.0043       -56.4244         0.9276       -22.9188       -26.1385         2.7003       -51.0781       -26.6350       -25.0043
         3.0743       403.2900         0.0015         2.4229        24.2284        -1.4881         8.3877        11.1426         0.0084        14.9584         8.7032
         3.0868       401.6500         0.0057        31.5871        27.8768      -165.9906       -35.5089      -103.2100       -57.8835        28.8657       -44.0759
         3.1379       395.1100         0.0093        49.7265       -13.1718        49.1468        28.5672         8.7575        48.3153        20.2649        25.7792
         3.1560       392.8600         0.0112        -7.3353       -95.8853       -98.8583       -67.3596       -94.6366       -62.9193       -66.9483       -74.8347
         3.2043       386.9400         0.0110        18.6919       -14.7263        26.3409        10.1022         0.5240        17.8321        11.2160         9.8573
         3.2268       384.2300         0.0166        43.0520       166.4894        -4.5981        68.3145       134.5164        17.9395        52.4583        68.3047
         3.2491       381.5900         0.0040        -1.3669         4.4960        -2.8302         0.0996        12.4143       -17.3959         0.7844        -1.3991
         3.2940       376.3900         0.0022         2.1270       -51.3998         5.6950       -14.5259       -47.9581         2.2690        -0.2576       -15.3156
         3.2967       376.0800         0.0273        20.1746         4.4689        20.7120        15.1185         9.5459        12.7853        24.5052        15.6121
         3.3672       368.2100         0.0199       -43.3105        -7.6381        98.2532        15.7682        73.2885        -5.8518       -17.9445        16.4974
         3.3866       366.1000         0.0112       -36.2159        -3.0065       -12.8212       -17.3479       -12.6364       -19.2213       -20.4101       -17.4226
         3.4176       362.7900         0.0124         4.8860        11.3195       -17.1115        -0.3020        -5.9346         0.6161        -2.1526        -2.4904
         3.4289       361.5800         0.0140        -1.2907       -32.8522       -13.3717       -15.8382       -31.4888        -2.2404       -16.3559       -16.6950
         3.4435       360.0500         0.0727       -96.6635        21.8263       -38.3072       -37.7148       -11.1592       -79.2967       -31.3323       -40.5961
         3.4552       358.8300         0.0326       -10.2255        58.9997        15.4330        21.4024        48.1043        18.0702         5.0271        23.7339
         3.4831       355.9600         0.1224       272.6222       102.4941       -21.6213       117.8317        80.9807       199.1244        90.5518       123.5523
         3.4970       354.5400         0.0300       -21.8601        22.4035        14.0566         4.8667        14.8060        12.3788        -8.2452         6.3132
         3.5364       350.6000         0.0728       -22.9817        76.5889         5.1042        19.5704        73.9702       -34.8627        19.3253        19.4776
         3.5447       349.7800         0.0198        62.4186        40.1713        -0.5732        34.0056         2.5595        47.2745        57.3258        35.7200
         3.5488       349.3700         0.0375        -6.1597        13.6374         8.9139         5.4639         8.1059        31.4329       -28.1861         3.7842
         3.5560       348.6600         0.0395       -91.7581         0.6065         0.4829       -30.2229        -0.4440       -63.2894       -30.0716       -31.2683
         3.5947       344.9100         0.0080         0.0190       -14.3947        -6.0296        -6.8018        -8.1064         2.9755       -17.8871        -7.6727
         3.6164       342.8400         0.0206       -52.2662       120.2365        -0.4803        22.4967        50.7753       -30.7234        55.1731        25.0750
         3.6189       342.6000         0.0701         1.4503        21.4760        -8.8112         4.7050         8.4390         1.1009         3.1985         4.2461
         3.6542       339.3000         0.0358       -84.0531        47.4867        49.3128         4.2488        79.8861       -39.6189       -29.9590         3.4361
         3.6736       337.5000         0.0743      -215.5290        19.0296        24.7440       -57.2518        26.3107       -81.4252      -115.9577       -57.0241
         3.6974       335.3300         0.0134         0.2597        48.9926         0.7611        16.6711         0.3330         3.1952        49.3095        17.6126
         3.7047       334.6700         0.0175        13.8623        -3.4767       -17.8054        -2.4733       -12.9072        -0.2610         3.9615        -3.0689
         3.7208       333.2200         0.0071         6.4679        46.7227        -5.1034        16.0291        26.2806        10.3856        17.8092        18.1584
         3.7342       332.0300         0.0338       -27.4104         8.2342        57.0449        12.6229        58.7254        18.6076       -22.9574        18.1252
         3.7547       330.2100         0.0248        74.9704        84.3815         8.3188        55.8902        34.5580        49.3963        94.0027        59.3190
         3.7674       329.1000         0.0112         1.0372        27.8490        28.0147        18.9670        42.6244         8.2784         9.0995        20.0008
         3.7835       327.7000         0.0616       116.2251        -1.9510        -2.2387        37.3451         1.4996        84.3444        39.9530        41.9323
         3.7938       326.8100         0.1162      -314.4227        13.3806        52.0504       -82.9973        44.2581      -190.1870      -106.3211       -84.0833
         3.8005       326.2400         0.0527      -157.1594         1.9142       -17.9064       -57.7172        -0.2450      -105.5402       -80.2980       -62.0277
         3.8149       325.0000         0.0634        31.6949        -8.5759        -0.9827         7.3788        -4.6495        -5.9184        33.7646         7.7322
         3.8268       323.9900         0.0456        14.0901       -23.3617       -51.6767       -20.3161       -54.2864         3.3024       -11.4526       -20.8122
         3.8391       322.9500         0.0647       -25.2835        68.8785       -58.4046        -4.9365         3.0343       -39.4423        21.9620        -4.8153
         3.8578       321.3900         0.1107         4.7766       -15.0966        -9.9834        -6.7678        -2.1882       -42.7036        29.1390        -5.2509
         3.8781       319.7100         0.0545        -3.8700      -110.6366        -7.7568       -40.7545        22.0018       -22.2735      -129.6408       -43.3042
         3.8908       318.6600         0.0109        -0.0047        20.4368        42.7794        21.0705        60.1879        24.3522       -13.0505        23.8299
         3.9127       316.8800         0.0706        -8.6413        -2.0947         9.0879        -0.5494        25.7422        -2.7825       -23.7670        -0.2691
         3.9225       316.0800         0.0622        37.7534        -0.3569        16.6337        18.0101        59.2458       -12.0450         7.9895        18.3967
         3.9392       314.7400         0.0896       -16.7340       166.8433       -22.5226        42.5289       -28.1320        35.9823       130.6829        46.1777
         3.9514       313.7800         0.0693       -81.8580       -76.9535       -13.2776       -57.3630       -48.6932       -55.7507       -77.7741       -60.7394
         3.9620       312.9300         0.1217        20.4244        69.2151       -37.6478        17.3305         7.7001       -13.2300        56.6036        17.0245
         3.9731       312.0600         0.0279        19.5079        -6.8102      -139.8611       -42.3878       -94.3691       -42.8255         9.3374       -42.6191
         3.9787       311.6200         0.0063         9.3375        -0.3566        26.4335        11.8048        22.0510        19.8470        -5.3886        12.1698
         3.9830       311.2800         0.0444        -6.7081        11.3828        14.4932         6.3893        49.8986         6.1157       -32.4540         7.8534
         3.9966       310.2300         0.0179         0.0439        71.5341        38.1481        36.5754        26.2505        35.1239        47.9474        36.4406
         4.0091       309.2600         0.0781         0.8114       -63.2655       -19.6814       -27.3785       -86.6016        -5.1810        13.2436       -26.1797
         4.0270       307.8800         0.0623       -20.4986      -115.6947       -32.1438       -56.1124       -54.4937       -21.7242       -97.7494       -57.9891
         4.0363       307.1700         0.0086        -8.2050         0.5687        72.1867        21.5168        36.6637        39.3649        -2.7619        24.4222
         4.0473       306.3300         0.0145       -28.3564        -6.6036        63.4219         9.4873        41.2554        -3.0065        -8.8260         9.8076
         4.0604       305.3500         0.1118         4.8300      -164.7145        53.8925       -35.3307       -15.4562         4.0313       -99.6789       -37.0346
         4.0685       304.7400         0.0244        29.0299         0.1945      -108.6088       -26.4615       -70.0396       -29.2287        18.2650       -27.0011
         4.0862       303.4200         0.0296        20.8824       -41.3995         6.5137        -4.6678       -41.8068        23.1165         2.8994        -5.2636
         4.0924       302.9600         0.0380        -4.0894       -79.2058       -59.5415       -47.6123       -99.3161       -47.7516       -14.0975       -53.7217
         4.0975       302.5900         0.0397         8.8708       150.5727       -42.0731        39.1235       127.0678       -15.5251        10.5972        40.7133
         4.0986       302.5100         0.0469        16.8065         9.1044       131.5231        52.4780         9.1282       142.2581        15.9513        55.7792
         4.1114       301.5600         0.0081       -10.7524       -51.8963        29.9676       -10.8937        -4.6068       -16.1942       -13.2561       -11.3524
         4.1221       300.7800         0.0547        -1.1797        -0.4750       -17.5211        -6.3919        -7.8032        -9.1747        -3.6655        -6.8811
         4.1281       300.3400         0.0369        -1.2005       105.8999        41.7142        48.8045       103.0951         7.9218        44.5340        51.8503
         4.1355       299.8000         0.0156       -14.3009         0.4080       -75.1976       -29.6969       -53.0637       -35.1712        -4.8692       -31.0347
         4.1599       298.0400         0.0497        -5.6882       136.5857       148.8454        93.2477       118.6389        99.2254        75.7454        97.8699
         4.1655       297.6500         0.0340         0.4087       110.6308        88.0316        66.3570       120.5507        41.2305        46.0636        69.2816
         4.1815       296.5100         0.0272       -13.6907        -2.1356        29.4290         4.5342       -32.1763        54.5343        -5.9165         5.4805
         4.1852       296.2500         0.0754       111.7828        -0.8444      -253.7560       -47.6059       -91.3135      -121.2814        57.9865       -51.5361
         4.1882       296.0300         0.0444       -47.5242        18.0958        17.0527        -4.1252        17.8695       -13.1132       -18.5637        -4.6024
         4.1967       295.4300         0.0517         7.1578       -44.2500         6.2595       -10.2776       -18.2418         4.0717       -18.4955       -10.8885
         4.2024       295.0400         0.0065         0.2457        18.1272       -30.0422        -3.8898       -22.0691        -7.2141         9.4822        -6.6003
         4.2131       294.2800         0.0297         9.4977         1.4345      -107.6261       -32.2313       -67.7589       -41.9718         9.2759       -33.4849
         4.2191       293.8600         0.0103       -24.3747       -46.6528        44.5371        -8.8301         5.5683        -7.0263       -20.4193        -7.2924
         4.2289       293.1800         0.0013         3.8036         3.6347         0.9608         2.7997         0.5304         2.2648         1.6417         1.4790
         4.2314       293.0100         0.0055        -0.1716        -1.5194       -28.4199       -10.0370       -30.0809         4.2656        -2.9624        -9.5926
         4.2349       292.7700         0.0913        -0.7595         4.9273       -14.7315        -3.5212        -5.5883       -22.2272        15.3944        -4.1404
         4.2503       291.7100         0.0023       -13.2257       -18.2954        27.9316        -1.1965        -8.0470         7.9133        -4.8208        -1.6515
         4.2507       291.6800         0.0037        18.9934        -3.7657        26.6373        13.9550        18.6701        23.9343         0.3129        14.3057
         4.2605       291.0100         0.0474        -9.6486      -178.1574        42.2800       -48.5087       -62.8667        17.9608      -115.3461       -53.4173
         4.2676       290.5200         0.0147         5.4916        42.2545       -76.1613        -9.4717       -15.9812       -49.7235        43.9464        -7.2528
         4.2759       289.9600         0.0173        -6.0359        -0.6450       -84.0295       -30.2368       -56.9802       -35.8214        -4.5238       -32.4418
         4.2857       289.3000         0.0239        -8.8069         7.7428       -43.0036       -14.6893        -4.6642       -28.9734       -10.4548       -14.6975
         4.2918       288.8900         0.0156        -4.0177       -67.8172         3.3784       -22.8188       -37.8619        -5.0621       -26.3840       -23.1027
         4.2953       288.6500         0.0539       -12.2004        56.3030         2.2949        15.4658        -9.2953        -8.8523        67.8130        16.5551
         4.3098       287.6800         0.0204        86.0502       -61.8405        -0.2920         7.9726       -41.1819        36.1188        24.3794         6.4388
         4.3156       287.2900         0.0450        -1.3491       -74.4328        16.3750       -19.8023        13.6604        24.8466      -101.2361       -20.9097
         4.3236       286.7600         0.0030       -20.6165         0.8716         5.0854        -4.8865         6.5368       -12.2934        -6.2988        -4.0185
         4.3246       286.6900         0.0066        -4.2060        14.4150       -14.7066        -1.4992       -17.9490         3.0759         9.2003        -1.8909
         4.3421       285.5400         0.0086       -25.1750        -2.7718       -41.6414       -23.1961       -26.1940       -36.5311        -8.0538       -23.5929
         4.3447       285.3700         0.0167         6.3527       -63.2344       -13.1391       -23.3403       -49.5315         5.1021       -20.8851       -21.7715
         4.3524       284.8700         0.0160        22.2648       -21.1693       -14.4360        -4.4468        22.6009       -16.6120       -17.4569        -3.8227
         4.3658       283.9900         0.0280       -31.6192        32.4754       -11.7933        -3.6457        16.0278        -4.3267       -18.8980        -2.3990
         4.3764       283.3000         0.0206        45.3882        48.1723       -30.2285        21.1107        17.4527         6.4987        47.0561        23.6691
         4.3862       282.6700         0.0101        21.4343       -25.2392       -24.8240        -9.5430        -7.0667       -22.1201        -2.3256       -10.5041
         4.3979       281.9200         0.0015         1.8068        25.6965         5.3512        10.9515        13.9510         3.9120        15.9982        11.2871
         4.4020       281.6500         0.0443        19.7730        -2.0014         2.1236         6.6317       -33.4719         6.8916        46.0524         6.4907
         4.4054       281.4400         0.0995        47.4931       -43.8225        13.3595         5.6767       -12.0324         6.7049        24.7535         6.4753
         4.4083       281.2500         0.0087         0.1127        84.4216        16.6114        33.7152        56.6577        15.4810        28.1910        33.4432
         4.4163       280.7400         0.0528        41.8010        -6.8998        14.0757        16.3256       -20.8254        52.6662        17.4856        16.4421
         4.4194       280.5400         0.0061       -11.9284        -6.2665        -0.3478        -6.1809        -4.3412        -7.9575        -6.2272        -6.1753
         4.4309       279.8200         0.0234        -9.2460       -49.7718       -26.4369       -28.4849       -73.7677        21.8482       -42.2485       -31.3893
         4.4383       279.3500         0.0424        15.6511       -30.9544       -12.4846        -9.2626       -17.0727        -6.3928        -4.9909        -9.4855
         4.4493       278.6600         0.0235        57.9706        37.6389        -4.5027        30.3689        18.9359        13.6230        48.4710        27.0099
         4.4558       278.2600         0.0142        38.9725        20.1173        -1.5497        19.1800        12.0753         9.9725        32.2797        18.1092
         4.4562       278.2300         0.0183        24.6124       -20.0279        -1.3054         1.0930         6.1124         6.3886       -12.6325        -0.0438
         4.4628       277.8200         0.0471       104.9885        13.6134       -35.9766        27.5418        10.0091        35.6408        38.9120        28.1873
         4.4687       277.4500         0.0633        71.3878      -128.9584         0.3397       -19.0770       -68.0561        51.3816       -43.3638       -20.0128
         4.4817       276.6500         0.0113         7.1108        -0.2609        94.1716        33.6738        39.7921        58.9116         7.8437        35.5158
         4.4850       276.4400         0.0284         3.5859        54.0015         7.3652        21.6509        10.4944        23.9046        26.5927        20.3306
         4.4901       276.1300         0.0097        -0.8890        21.5777        68.4151        29.7013        46.2855        15.8831        24.0870        28.7519
         4.4935       275.9200         0.0052       -27.9048        -0.9386        17.6195        -3.7413         2.3276         2.2740       -17.4011        -4.2665
         4.5016       275.4200         0.0104         1.8854        11.8940        18.6023        10.7939         6.3218        13.5892        13.5037        11.1382
         4.5116       274.8100         0.0057       -15.5662       -21.9320       -21.1405       -19.5462       -17.8965       -22.0318        -9.7639       -16.5640
         4.5174       274.4600         0.0441       -81.2532      -170.0373         9.7074       -80.5277       -93.7325       -15.4872      -125.9297       -78.3832
         4.5230       274.1200         0.0668        18.6840       -36.1837       -15.2723       -10.9240       -39.8079         2.0732         0.3116       -12.4744
         4.5314       273.6100         0.0091        -6.0824         5.5348         3.7953         1.0826         7.3576         5.7728        -3.2734         3.2857
         4.5414       273.0100         0.0083        14.8227        -1.7497       -25.4850        -4.1373         0.6934       -15.5408         2.4959        -4.1171
         4.5465       272.7000         0.0242         1.1719       -14.6024       -58.7658       -24.0654        -8.5254       -47.1031       -14.6852       -23.4379
         4.5519       272.3800         0.0422       -17.8377         4.6965        19.8813         2.2467       -40.4723        58.3067       -10.2035         2.5436
         4.5607       271.8500         0.0573       -27.0718       -41.7474        -5.4589       -24.7594       -38.1922        10.2901       -47.4589       -25.1203
         4.5656       271.5600         0.0168       -20.5924         1.2353        26.1217         2.2549        23.0418         0.4205       -15.2117         2.7502
         4.5722       271.1700         0.0374         0.4396        -7.3029       -16.2044        -7.6892       -43.6515        -7.6422        32.5900        -6.2346
         4.5774       270.8600         0.0147        34.9207        12.5409         0.1973        15.8863        10.5170        19.6319        20.6802        16.9430
         4.5843       270.4500         0.0571       -37.1905        11.7408         8.2233        -5.7421        25.4988       -46.1080         1.2632        -6.4487
         4.5854       270.3900         0.0209        47.2663       -40.0077        -2.4864         1.5907       -21.1184        25.1339        -6.5150        -0.8332
         4.5965       269.7400         0.0300        15.2140        32.9382       -46.9581         0.3980        -2.8049        -6.5552        15.0618         1.9006
         4.6003       269.5200         0.0118        26.3114        -5.6287       -93.1260       -24.1478        -9.8183       -71.9466         4.3743       -25.7969
         4.6062       269.1700         0.0291       106.9474        44.1697        29.0116        60.0429        46.6828        75.8281        57.0008        59.8372
         4.6097       268.9600         0.0131        13.4958         4.9840        17.4650        11.9816        23.0026        -8.1115        20.9748        11.9553
         4.6189       268.4300         0.0038         0.7610        -3.8243       -12.2156        -5.0930       -13.2340        -4.6634         1.4866        -5.4703
         4.6272       267.9500         0.0171       -47.1057        -3.7682        -0.6939       -17.1893        -3.5791       -42.3040        -4.2844       -16.7225
         4.6316       267.6900         0.0061        -1.0130        17.2201        -0.0082         5.3996         4.2790         8.3952         1.6166         4.7636
         4.6324       267.6400         0.0185         4.5214      -104.7438       -27.5411       -42.5879       -77.4141        -7.9327       -55.1901       -46.8456
         4.6463       266.8500         0.0173       -37.6081        61.4653        40.5218        21.4596        36.0271        11.0438        20.3486        22.4732
         4.6490       266.6900         0.0350        -2.4670       -82.1171         0.1844       -28.1332       -53.5587        -0.5887       -36.6207       -30.2560
         4.6520       266.5200         0.0108        12.6967        34.8256        12.4821        20.0015        26.8900         9.1998        17.8928        17.9942
         4.6589       266.1300         0.0119       -16.0221        -4.3207        71.0930        16.9168        85.3104       -22.8631        -6.4671        18.6601
         4.6603       266.0400         0.0102        -9.2476       -36.9716         0.2397       -15.3265       -28.0755         3.5100       -23.3965       -15.9873
         4.6727       265.3400         0.0127       -18.0863        -3.8447        -1.4392        -7.7901       -20.8975        -7.3301         9.6616        -6.1887
         4.6806       264.8900         0.0339       -51.0132         0.2370        51.5509         0.2582         5.4396        27.8022       -28.5485         1.5644
         4.6890       264.4100         0.0050        40.8463       -11.1291        18.9255        16.2143        11.8059        33.8295         5.3096        16.9817
         4.6975       263.9400         0.0020       -10.3699        -9.4328         3.9366        -5.2887        -8.0414         3.4381        -8.9180        -4.5071
         4.7025       263.6600         0.0169       -66.6190         3.4169        10.1190       -17.6944         9.6971       -28.6809       -34.6226       -17.8688
         4.7085       263.3200         0.0120       -35.7554       -23.4507        -0.4017       -19.8693       -11.1664       -15.2853       -32.5709       -19.6742
         4.7116       263.1400         0.0119       -27.1831        -5.3336         8.6410        -7.9585         6.1468        -9.2643       -13.6841        -5.6005
         4.7140       263.0100         0.0358       -66.4992       -28.5240       -27.5398       -40.8543       -31.9319       -56.5505       -36.8264       -41.7696
         4.7258       262.3600         0.0115         7.7868        16.6153        16.9220        13.7747       -28.2395        51.4602        18.4872        13.9026
         4.7280       262.2300         0.0179        11.3948         6.1096       -24.5356        -2.3437       -20.1869        27.1580       -13.1273        -2.0521
         4.7352       261.8400         0.0141        23.0685        46.1457       -32.2561        12.3193       -19.1911       -22.9688        78.6309        12.1570
         4.7373       261.7200         0.0095        -1.9746        15.7376        41.7388        18.5006        35.8991        26.4264        -7.5922        18.2444
         4.7409       261.5200         0.0027        -1.0714        19.7673       -13.2830         1.8043        -1.5293       -12.8469        18.9852         1.5363
         4.7517       260.9300         0.0152         0.1018        15.0173        -0.6609         4.8194        -2.9550         3.0502        14.3355         4.8102
         4.7560       260.6900         0.0067         4.4374        -2.9082         9.5974         3.7089        16.4051        -4.2733        -0.3878         3.9147
         4.7597       260.4900         0.0231       -30.0573       -18.6502         8.0119       -13.5652         7.3719        -4.1562       -44.8411       -13.8752
         4.7631       260.3000         0.0037       -17.9071        -8.4165        18.7220        -2.5339        30.2136       -13.2196       -24.0866        -2.3642
         4.7655       260.1700         0.0166         2.1022        28.9125        40.5089        23.8412        56.2483        22.9809        -5.6163        24.5376
         4.7739       259.7100         0.0313        17.8598        86.0068         8.0779        37.3148        14.5194        85.3416         9.7268        36.5293
         4.7756       259.6200         0.0959        20.8396         5.5241        41.3173        22.5603        76.2504       -51.3216        44.9245        23.2844
         4.7811       259.3200         0.0135         7.3763       -41.4479        73.4130        13.1138        20.0406        38.2864       -13.3469        14.9934
         4.7862       259.0500         0.0385        45.7418      -154.2989         9.1884       -33.1229       -15.5484        14.4894      -100.1012       -33.7201
         4.7893       258.8800         0.0145       -17.1033        60.1538        -0.3567        14.2313        25.3566        -8.7053        24.9274        13.8596
         4.7940       258.6300         0.0222        74.5956        25.7848        18.3622        39.5809        -8.9554        61.2486        61.1030        37.7987
         4.7988       258.3700         0.0035        11.9285        -0.2653       -36.6851        -8.3406        -2.8106       -25.0941         5.2466        -7.5527
         4.8004       258.2800         0.0082        -0.2216        -7.7833        53.6192        15.2048        -6.5718        54.1549        -1.4987        15.3615
         4.8083       257.8500         0.0121       -19.5268         1.1920        -4.7551        -7.6966       -12.0319         2.9833       -14.5297        -7.8594
         4.8162       257.4300         0.0114        -1.3647        14.9692        15.2826         9.6291        10.4149        20.2738        -1.0698         9.8730
         4.8187       257.3000         0.0140        14.0146        -3.9226         2.2143         4.1021        -5.1230        10.0809         6.5398         3.8326
         4.8233       257.0500         0.0199        43.6551        41.3110        19.5841        34.8500        53.5241        25.6734        20.8691        33.3556
         4.8276       256.8200         0.0065       -26.8465       -25.6471        -9.2688       -20.5875       -15.5368       -14.2638       -29.4673       -19.7560
         4.8344       256.4600         0.0096        20.5717       -17.6321       -24.5402        -7.2002       -27.9001       -26.7009        26.2243        -9.4589
         4.8358       256.3900         0.0522       122.9609       -14.1893        -6.9218        33.9499       -20.1574        48.5449        67.7505        32.0460
         4.8448       255.9100         0.0299        18.5534         3.5979        38.2048        20.1187        36.7233        15.8730         6.8722        19.8229
         4.8479       255.7500         0.0331       -13.8012       -13.0786      -103.8043       -43.5614      -125.0800         8.1130       -20.4036       -45.7902
         4.8503       255.6200         0.0115        -2.4061        -4.7642        17.0395         3.2898        29.5145         1.9587       -29.7403         0.5777
         4.8573       255.2500         0.0121         5.8360        69.1617       -19.4502        18.5158         0.5220       -12.2898        65.6757        17.9693
         4.8607       255.0800         0.0039       -21.2226         4.3230       -11.2065        -9.3687       -25.5538        14.3151       -20.5339       -10.5908
         4.8680       254.6900         0.0526        41.6702        44.3858        29.2517        38.4359        49.0697        52.9706         9.9575        37.3326
         4.8740       254.3800         0.0665        29.5677       -27.5011       -46.6148       -14.8494       -34.3706       -17.8265         5.4368       -15.5868
         4.8802       254.0600         0.0143       -86.5941        -0.7329       -33.2844       -40.2038        -4.0667       -56.4819       -68.0398       -42.8628
         4.8849       253.8100         0.0149         4.7382        11.9950        -8.3035         2.8099       -26.9936        40.0247        -4.8628         2.7228
         4.8870       253.7000         0.0104        40.8986        -9.6933       -57.0901        -8.6283       -52.6368         9.8991        17.7882        -8.3165
         4.8887       253.6100         0.0430       155.1699       -13.0278        16.8945        53.0122        23.9070        68.9376        65.6868        52.8438
         4.8934       253.3700         0.0739        -5.0747       -66.7249       -29.0938       -33.6311       -48.5065        -9.3660       -43.2575       -33.7100
         4.8993       253.0700         0.0327        39.2082        31.4299        12.3488        27.6623        41.4279        -6.9120        49.4920        28.0027
         4.9083       252.6000         0.0286        10.5315         7.8401      -101.7262       -27.7848        -8.7706       -92.4453        14.1704       -29.0152
         4.9097       252.5300         0.0082         0.7233        83.0164         6.2632        30.0010        63.9068        -3.2043        24.2849        28.3291
         4.9170       252.1500         0.0052        -0.3823        -5.5333         2.4470        -1.1562         8.1348       -12.3473         0.6772        -1.1784
         4.9199       252.0100         0.0037         9.0572        14.0263         3.8944         8.9926        19.3758         7.4937         3.9220        10.2638
         4.9279       251.6000         0.0222       -43.1497        11.5562        22.0741        -3.1732        15.3402         2.7675       -32.7719        -4.8881
         4.9282       251.5800         0.0422         8.2549       -11.4281        57.0152        17.9473       -53.2136        32.5740        74.2386        17.8663
         4.9418       250.8900         0.0079        13.1320         3.9458       -29.1433        -4.0218        18.0645       -55.0516        21.4173        -5.1899
         4.9452       250.7100         0.0129        -4.2151       -17.8888        24.4937         0.7966        -1.9658        16.6591       -11.9755         0.9059
         4.9513       250.4000         0.0059         0.0583         1.1694        38.9196        13.3824        12.3524        33.8950        -0.5891        15.2194
         4.9533       250.3100         0.0004         0.0510        -0.0397       -10.5291        -3.5059         1.4622        -8.4470         0.0771        -2.3026
         4.9588       250.0300         0.0202        22.2974        -4.9845        12.0303         9.7811       -27.8241        41.1632        16.6810        10.0067
         4.9600       249.9700         0.0055        -2.1557        22.1244         1.1009         7.0232        12.5481         2.1180        13.9097         9.5252
         4.9635       249.7900         0.0604       -29.0367        -0.1341         3.4859        -8.5616        40.8978        -3.3720       -63.1403        -8.5382
         4.9696       249.4800         0.0081         4.9041       -12.1396        52.4974        15.0873        36.1856        19.6700        -9.9981        15.2858
         4.9756       249.1900         0.0172       -12.3529       -50.6438        -2.2449       -21.7472       -42.7041        -9.1386       -20.2556       -24.0328
         4.9798       248.9700         0.0031         4.8578       -20.0506       -43.4685       -19.5537       -44.6366       -24.6481         6.8016       -20.8277
