             eV             nm  Absorbance(f)     XX(length)     YY(length)     ZZ(length)      R(length)   XX(velocity)   YY(velocity)   ZZ(velocity)    R(velocity)
         1.9421       638.4000         0.0018       -21.5444       -25.2665         8.0675       -12.9145       -13.9399        -4.0767       -33.8054       -17.2740
         2.0016       619.4300         0.0014        16.5242        74.5099         5.3649        32.1330        35.5517        18.3339        37.3165        30.4007
         2.0057       618.1600         0.0065       -80.1908         2.5806        55.8653        -7.2483       -12.9548       -54.2060       -43.2799       -36.8136
         2.0391       608.0500         0.0061        30.1322      -197.4891         0.7210       -55.5453      -126.2532        15.2759       -77.6746       -62.8840
         2.0436       606.6900         0.0269         6.8116       -46.3572       -33.5135       -24.3530       -38.6996        -4.8132       -31.3882       -24.9670
         2.0656       600.2300         0.0049       -56.7281         0.2661         8.7400       -15.9073         0.8673       -20.1014       -33.9396       -17.7246
         2.1019       589.8700         0.0029        25.0472       -22.5075        26.2811         9.6070         0.0320        25.2622        -0.8609         8.1444
         2.1238       583.8000         0.0021        65.2298         4.3256         2.0535        23.8696         5.7768        30.8740        46.4646        27.7051
         2.1242       583.6700         0.0056       -33.2252         7.0186       -41.3808       -22.5291       -24.2578       -38.3595        -9.8509       -24.1561
         2.1436       578.4000         0.0079        38.6993       -65.9187      -148.5618       -58.5937      -144.2328       -68.7629        14.5497       -66.1487
         2.1553       575.2400         0.0097       -64.7374        33.1674       -56.8726       -29.4809        -0.8687       -73.3480       -14.6201       -29.6123
         2.1918       565.6800         0.0364      -215.0917        19.4302       -56.7385       -84.1333       -25.8058       -78.6781      -148.2936       -84.2592
         2.2124       560.4100         0.0020       -11.0471        14.2795        -2.0438         0.3962        10.0658        -8.8480         0.0406         0.4195
         2.2323       555.4000         0.0088        47.7171         6.1752       -16.5439        12.4495        -9.2551        35.9769        13.5911        13.4377
         2.2459       552.0500         0.0096       123.7857       -24.2111       -11.7072        29.2891         2.5189        64.2372        63.9833        43.5798
         2.2603       548.5400         0.0049       -23.8757        20.1567        30.5324         8.9378        24.0085        -4.5802        -5.5708         4.6192
         2.2819       543.3500         0.0050        -2.9561        56.8271         1.9205        18.5972        31.7824        -3.0085        24.9144        17.8961
         2.3066       537.5200         0.0162       -57.5596      -136.9026        35.9275       -52.8449       -76.7918        -1.9068      -108.9579       -62.5522
         2.3105       536.6100         0.0021        -2.6892        25.5551       -61.8149       -12.9830       -42.5204       -48.3540         6.5337       -28.1136
         2.3162       535.3000         0.0020        61.2955        37.3311        -0.1220        32.8349        47.7237        23.7458        66.3888        45.9528
         2.3644       524.3900         0.0039        51.3211      -118.3707        73.3687         2.1064       -19.4857        56.7520       -36.1557         0.3702
         2.3895       518.8700         0.0687        80.8591      -147.5258       -10.7713       -25.8127       -96.1020        65.5238       -55.0160       -28.5314
         2.3967       517.3100         0.0128       -54.8750       -15.5590       -14.8716       -28.4352       -22.2759       -25.0611       -40.5924       -29.3098
         2.4267       510.9200         0.0051         9.2324        15.9169        -6.8012         6.1160         3.7664        11.3308         7.1289         7.4087
         2.4513       505.7800         0.0066       -54.8367        -2.4195         6.1542       -17.0340         6.5095       -13.1242       -42.8318       -16.4822
         2.4634       503.3100         0.0336       -35.9512       -49.4152        62.4647        -7.6339        -3.2412         0.6336       -38.5973       -13.7350
         2.4857       498.8000         0.0117       -34.0966       -13.7849      -110.0221       -52.6345       -40.4448       -44.1296       -17.2264       -33.9336
         2.5076       494.4400         0.0060         4.5447        -4.8904         1.1420         0.2654        -1.0181         4.5777        -0.8120         0.9158
         2.5264       490.7600         0.0822        94.5738       -85.5656         6.0317         5.0133       -76.2632        41.7318         8.1703        -8.7870
         2.5433       487.4900         0.0029       -45.2257       -10.1821        17.4928       -12.6383        16.7582       -21.4308       -13.2773        -5.9833
         2.5612       484.0800         0.0400       -37.4040        -1.0353       550.7243       170.7617       394.3313       211.2741       -20.6827       194.9742
         2.5905       478.6000         0.0064        -1.2513        79.9331        62.6782        47.1200        85.8892        25.2061        14.6887        41.9280
         2.5986       477.1200         0.0110        29.8669        44.0365        24.4795        32.7943        44.1546        21.0509        32.7559        32.6538
         2.6092       475.1800         0.0324       -66.9054       -68.3910       -57.3558       -64.2174       -92.3821       -75.3070       -39.9752       -69.2215
         2.6212       473.0000         0.0075         3.9496        24.4923       -33.0062        -1.5214       -19.7679         4.4895         9.3676        -1.9703
         2.6333       470.8400         0.0098        29.3044        29.7717        12.2332        23.7698        23.4962        65.3719       -16.3592        24.1697
         2.6525       467.4300         0.0040        -7.0667        25.9576        13.2195        10.7035        22.5427         1.0487        11.9073        11.8329
         2.6608       465.9700         0.0142       -32.7315      -396.4882       -85.5959      -171.6052      -316.0221       -43.5629      -190.4756      -183.3535
         2.6827       462.1700         0.0164        27.1421      -186.8319       -28.3426       -62.6775      -126.3018         1.1976       -62.6704       -62.5916
         2.6979       459.5600         0.0763      -156.4688       270.7180       -27.7875        28.8206       192.5268       -67.7965       -19.1448        35.1951
         2.7118       457.2100         0.0359       122.0250      -112.6421        28.2116        12.5315       -53.7441        59.7466        34.4198        13.4741
         2.7286       454.3900         0.0037        11.1761       281.3481       -45.5416        82.3276       150.3496        -7.1242       112.8151        85.3468
         2.7341       453.4800         0.0324        94.9844       232.1957       -46.1094        93.6902       115.3225        45.4166       139.2318        99.9903
         2.7483       451.1300         0.0609       108.6071        86.9148      -147.4136        16.0361       -72.0058        28.0503        76.7943        10.9463
         2.7646       448.4700         0.0211       -14.0524       108.5594       112.2339        68.9136       132.2778        56.5542        29.6155        72.8158
         2.7714       447.3600         0.0339         0.9816        12.9254        77.0508        30.3192        77.2891        70.0823       -36.7563        36.8717
         2.8023       442.4400         0.3925       348.8241        19.2849        -9.7096       119.4665        12.3029       122.0319       226.7579       120.3643
         2.8044       442.1100         0.0717        49.4636        87.8758       217.6087       118.3160       185.1808       124.2027        53.8945       121.0926
         2.8223       439.3100         0.0562       325.6981        28.0306         5.6075       119.7787        41.4526       153.1213       173.3150       122.6296
         2.8331       437.6300         0.0605       131.8593       -17.8354       162.4589        92.1609        81.5400       149.5834        45.1809        92.1014
         2.8524       434.6700         0.0023        10.1770       -18.7266        -6.5661        -5.0386       -18.7213         2.0503        -4.2160        -6.9623
         2.8667       432.5000         0.0023         2.7118         3.0161       -32.1273        -8.7998       -24.4499       -12.1383         7.3089        -9.7597
         2.8757       431.1400         0.8371       296.8221         2.9836        57.2020       119.0026        16.2776       221.5947       126.3753       121.4158
         2.8912       428.8300         0.1194        -6.3271        40.6797         0.1603        11.5043        37.2316         0.3226        10.6954        16.0832
         2.9041       426.9300         0.0572       -59.2811      -101.9414        -5.0072       -55.4099       -50.0933       -48.4220       -78.3686       -58.9613
         2.9106       425.9800         0.1421      -131.7734      -115.9619        90.0645       -52.5569       -26.6129         2.2747      -118.0924       -47.4769
         2.9285       423.3700         0.1130         5.2812       -16.2076       343.4542       110.8426       258.4046        97.1583         6.4843       120.6824
         2.9420       421.4200         0.4102       -60.8697        11.7260        -3.0050       -17.3829        11.9519        32.8459       -85.4605       -13.5543
         2.9612       418.6900         0.0752      -112.9798         4.0963       -57.8179       -55.5671       -44.6745      -122.3860        -5.3140       -57.4582
         2.9813       415.8700         0.2338        97.1626        -3.6053       260.8948       118.1507       165.2592       134.8686        99.4589       133.1956
         3.0238       410.0300         0.0142       -68.3418        36.1360        54.1807         7.3250        70.1153       -15.9361       -17.9278        12.0838
         3.0373       408.2100         0.0858       104.0043       -16.7696      -334.7106       -82.4920      -141.1017      -188.9531        44.4149       -95.2133
         3.0442       407.2800         0.0394      -133.4555       -65.3193        -2.6201       -67.1317       -59.6743       -99.8292       -63.3172       -74.2735
         3.0509       406.3900         0.0819       -66.8462         2.3584       -28.0426       -30.8435        -9.2819       -59.8406       -21.7990       -30.3071
         3.0625       404.8500         0.1959       -64.6874      -159.0025       -40.5030       -88.0643       -85.9782        11.7050      -193.7172       -89.3301
         3.0806       402.4600         0.1483      -197.1701      -152.7298        25.2257      -108.2247       -91.5497       -74.8852      -172.9347      -113.1232
         3.0956       400.5200         0.1898      -267.7371         6.0535         0.6334       -87.0167         9.8086       -69.2147      -200.7038       -86.7033
         3.1058       399.2000         0.0506        28.1920       -52.6666      -136.5883       -53.6876      -149.6546        -7.1384       -21.5119       -59.4350
         3.1118       398.4300         0.1769      -101.7365         3.8252        33.5712       -21.4467        18.3519        -1.9555       -81.2099       -21.6045
         3.1234       396.9500         0.2525       165.2618        32.6385        24.1671        74.0225        33.0030       148.3251        50.1349        77.1543
         3.1274       396.4400         0.0275       -16.9830       -25.3821        63.0869         6.9072        27.2046        10.7540        -9.5822         9.4588
         3.1409       394.7400         0.3894      -552.4300      -114.5667       -17.1368      -228.0445       -77.8911      -314.9077      -313.6340      -235.4776
         3.1559       392.8700         0.2256      -269.0538      -113.4914        -2.9699      -128.5050       -92.3397       -30.0682      -276.7353      -133.0477
         3.1709       391.0000         0.0088       -43.0767        43.2626        -5.8306        -1.8815         7.1488       -21.1990        15.8818         0.6106
         3.1871       389.0200         0.0814       -30.7982         2.2601        43.5157         4.9925         3.2539       103.4724       -78.5638         9.3875
         3.2117       386.0400         0.0633        55.1660       -36.7935        -7.1160         3.7521       -68.4048        26.4041        47.5479         1.8491
         3.2139       385.7800         0.0602        52.0744        41.5200        64.4408        52.6784        82.6141        40.2271        42.7120        55.1844
         3.2252       384.4200         0.0432        30.2600        31.8921       -74.2665        -4.0381       -55.7081         7.3292        28.3026        -6.6921
         3.2407       382.5900         0.1805       -20.7908        26.0851        18.1869         7.8271        30.1847        76.8909       -80.5755         8.8334
         3.2573       380.6300         0.0241       -25.9264       328.5540       -14.2163        96.1371       257.3440       -34.5823       116.7809       113.1808
         3.2642       379.8300         0.2594         8.5357       -24.9173       -10.1144        -8.8320       -45.5907        61.0254       -44.1000        -9.5551
         3.2691       379.2600         0.0865       -21.9617         9.1900        41.1357         9.4547        -6.1575         6.7628        30.8260        10.4771
         3.2979       375.9500         0.0740      -104.7963       -19.4552        17.2407       -35.6702        -2.8525       -44.5039       -55.2347       -34.1970
         3.3045       375.1900         0.0318        34.8123      -216.6647        57.7820       -41.3568      -188.3323        33.6964         5.7014       -49.6448
         3.3066       374.9600         0.0117       -18.6509         7.9878         8.3743        -0.7630        31.9483       -43.3337        11.3339        -0.0171
         3.3292       372.4200         0.0341       -56.9264      -387.0626        72.9034      -123.6952      -154.4697       -12.2496      -252.1564      -139.6252
         3.3443       370.7400         0.1302       -82.6082        -3.8128        18.9468       -22.4914        21.6664       -54.8645       -21.0437       -18.0806
         3.3615       368.8400         0.0069        -2.1679       110.3823        27.2755        45.1633        67.1629        10.0960        58.4293        45.2294
         3.3713       367.7700         0.0668      -146.5480        -7.7303       155.9863         0.5693        97.7461       -12.8078       -59.9102         8.3427
         3.3719       367.7000         0.0161        -7.8272       166.2563        12.1834        56.8708       133.8177        12.8556        59.4756        68.7163
         3.3896       365.7800         0.0613       -39.7254        -0.0428      -144.6693       -61.4792      -101.3595       -92.2409        -8.4056       -67.3353
         3.4016       364.4900         0.0721       -27.9903         9.6003        -8.7037        -9.0312        -5.5832        -8.3904       -18.9453       -10.9730
         3.4144       363.1200         0.0232       -17.0127         2.1850        69.2601        18.1442       117.1513       -37.7854       -11.0697        22.7654
         3.4377       360.6600         0.0147        18.1963        75.5761         8.6661        34.1462       116.6265       -40.7640        29.2971        35.0532
         3.4414       360.2700         0.0137        18.4823       -99.4426         5.9808       -24.9932       -81.6173         8.7910        -7.6203       -26.8155
         3.4479       359.6000         0.0939       156.3468       116.4219        72.1268       114.9652       163.3856        94.6304       118.8327       125.6162
         3.4634       357.9800         0.0086        -6.5830        25.5112       -47.3460        -9.4726       -16.0364       -17.3918        -2.4135       -11.9472
         3.4706       357.2400         0.0033         1.9226       -30.2415       -73.3574       -33.8921       -90.6510       -10.9542       -14.3434       -38.6495
         3.4831       355.9600         0.0023        -0.3111        24.7779        26.2677        16.9115        28.7258        34.1116         9.9587        24.2654
         3.4900       355.2600         0.0168        16.2311         1.3050      -150.6943       -44.3860      -132.8084       -34.1473         8.0421       -52.9712
         3.4986       354.3800         0.0681       -69.9369      -168.9996        11.1805       -75.9186      -106.0353        26.2303      -169.3419       -83.0490
         3.5096       353.2700         0.0131       -45.2857        52.7583       -74.6913       -22.4062       -42.3407       -47.9506        12.4626       -25.9429
         3.5165       352.5800         0.0091        -1.6784         8.5031        49.0828        18.6358        45.4995       -10.8356        21.9454        18.8698
         3.5235       351.8700         0.0095       -33.8638        71.1495        -0.3584        12.3091        64.9061         5.4586       -27.3165        14.3494
         3.5292       351.3100         0.0041         7.5347       -85.6957       -44.9415       -41.0342      -131.0174        -0.6227       -22.3498       -51.3300
         3.5368       350.5600         0.0077        20.9191       -20.1163        48.5864        16.4631        22.4351        18.4421        12.1645        17.6806
         3.5397       350.2700         0.0399        13.2829       -12.6091       -68.9032       -22.7431       -21.1206       -62.2517         3.2439       -26.7095
         3.5599       348.2800         0.0507        34.9906       -31.9740        33.8712        12.2960        21.7682        36.6518       -23.4073        11.6709
         3.5679       347.5000         0.0319      -158.5765        40.0296         6.3876       -37.3865        34.8429       -39.7067       -93.6253       -32.8297
         3.5717       347.1300         0.0106        -0.2576        -6.9619      -125.7917       -44.3371      -102.3414       -53.7089        -3.1755       -53.0753
         3.5819       346.1400         0.0438        77.3163        65.7050        -5.4747        45.8489        38.9017        57.3732        46.9113        47.7287
         3.5921       345.1600         0.0397         6.9848      -132.4843       -54.0903       -59.8633      -177.1516        47.4420       -76.4982       -68.7359
         3.6022       344.1900         0.0038        -7.7487        22.5451        10.7394         8.5119        27.0213        -1.2501         8.6767        11.4826
         3.6109       343.3600         0.0103        15.9842       -17.6599        63.3210        20.5484        94.6956       -27.6758        -9.1442        19.2918
         3.6209       342.4100         0.0296       -51.4682        49.3398       -28.2210       -10.1165       115.1448      -110.9283       -17.3503        -4.3779
         3.6306       341.5000         0.0026        24.4632         8.7692        -1.5147        10.5726         0.1333        18.9179        18.3836        12.4782
         3.6337       341.2100         0.0083         3.8886         1.8262        58.6177        21.4442        48.8807        17.8376         4.3889        23.7024
         3.6412       340.5000         0.0123         3.4816       -65.4399         3.7440       -19.4047       -64.0792         4.3575        -7.1428       -22.2882
         3.6570       339.0300         0.0129        36.2270        75.5046        -2.8117        36.3067        46.4964        22.7848        48.2101        39.1638
         3.6604       338.7200         0.0220         2.2539       -54.8836       -87.7287       -46.7861      -262.1913       -33.9290       112.4594       -61.2203
         3.6668       338.1200         0.1010        84.8141        -4.8192      -120.2297       -13.4116       -26.5155       -71.8379        33.8869       -21.4888
         3.6730       337.5600         0.0226         3.3676      -100.6689         3.6857       -31.2052      -132.2749         6.7778        23.2785       -34.0728
         3.6811       336.8100         0.0320       131.4706       -27.2237        24.4027        42.8832       -34.9166        74.4077        75.6636        38.3849
         3.6873       336.2500         0.0300        59.3530        14.0141        28.8293        34.0655        62.4791        30.2057         9.0384        33.9078
         3.6885       336.1400         0.0220       -33.6376        56.2697       -71.7325       -16.3668       -68.5753       -45.6121        68.1528       -15.3449
         3.6932       335.7100         0.0080       -27.7826       -30.7130        -4.6735       -21.0564       -39.1387        11.5866       -40.2007       -22.5842
         3.6980       335.2800         0.0100         5.4176        28.4863        33.3494        22.4177        56.8021       -25.6104        42.5907        24.5941
         3.7064       334.5100         0.0088        -4.9247        29.9185        -1.2935         7.9001       -16.4868        -1.7951        44.7197         8.8126
         3.7116       334.0400         0.0163         0.0163        17.2752        64.4324        27.2413       129.9365        43.2841       -88.6393        28.1938
         3.7192       333.3700         0.0078         8.6053         1.1680       -87.3122       -25.8463       -55.5140       -37.5565         5.3838       -29.2289
         3.7312       332.2900         0.0111       -20.2705       104.3574        18.8420        34.3097       113.4722       -16.5518        20.9800        39.3001
         3.7349       331.9700         0.1044        42.2220      -116.9128      -153.6270       -76.1059      -207.0771         1.6773       -47.3546       -84.2515
         3.7372       331.7500         0.0032         2.5715        -0.0502        -1.3234         0.3993       -42.0760        -1.8040        42.9067        -0.3244
         3.7536       330.3100         0.0034        13.7780       -20.1400         7.6763         0.4381       -27.6982        16.6609        11.1519         0.0382
         3.7601       329.7400         0.0111       -11.0293       -28.7567       -71.2066       -36.9976       -96.6914         0.2672       -14.0845       -36.8363
         3.7642       329.3700         0.0240         8.4150        -1.3858        35.6163        14.2152        42.2944        24.6338       -25.5217        13.8021
         3.7726       328.6500         0.0014         9.4569        -7.7670         7.8027         3.1642        -9.0945        11.2699        15.0366         5.7374
         3.7764       328.3100         0.0389       -40.2842        -4.3136        58.3166         4.5729        22.2023        30.0980       -30.1191         7.3937
         3.7796       328.0400         0.0047        -4.6926        -3.6262        60.8625        17.5146        39.0356        41.9765       -20.2096        20.2675
         3.7894       327.1900         0.0236       -39.9952        40.4649         8.0770         2.8489       -17.1972        17.7139        12.3081         4.2749
         3.7920       326.9600         0.0303       158.0621        34.5109        -0.1916        64.1271        34.5968        71.3109        81.6063        62.5047
         3.7972       326.5200         0.0143        -7.9513       -74.2605       -23.4718       -35.2279       -88.1004       -16.6347        -8.7264       -37.8205
         3.8001       326.2600         0.0084        51.3280         0.2963       -19.5818        10.6808       -12.3284        12.5226        37.1869        12.4603
         3.8057       325.7900         0.0182       -71.0779         0.3083        22.3636       -16.1354        27.3951       -35.6936       -36.5717       -14.9567
         3.8186       324.6800         0.0169        30.0214        91.2424        -0.3689        40.2983        60.6124        19.7813        45.9905        42.1280
         3.8208       324.5000         0.0184      -113.2684        -6.2913       -65.1408       -61.5668       -16.3117      -121.4918       -51.8669       -63.2235
         3.8297       323.7400         0.0049        17.7560        -1.3433        32.7080        16.3736        28.4148        15.1476        12.3780        18.6468
         3.8309       323.6400         0.0037        -2.5819         1.3182        17.1036         5.2800        38.9353        -8.5116       -10.1275         6.7654
         3.8344       323.3500         0.0066        19.4580       -54.1503        31.4100        -1.0941       -25.1553        22.1421        -8.9381        -3.9838
         3.8449       322.4700         0.0298       149.5774       -13.3704         0.3797        45.5289        -9.3780        63.8118        77.0124        43.8154
         3.8479       322.2100         0.0139        33.3218        66.7199       -82.6163         5.8085       -38.3754        17.2661        39.3733         6.0880
         3.8520       321.8700         0.0144        91.9163        39.3199        56.9794        62.7385        72.4455        35.1771        81.9027        63.1751
         3.8545       321.6600         0.0097        23.0463       -21.8718       -40.7209       -13.1821       -73.0269        -2.0147        30.7306       -14.7703
         3.8605       321.1600         0.0030        -7.2165        -2.0219         1.3035        -2.6449        -1.3444       -11.6821         6.1598        -2.2889
         3.8690       320.4500         0.0061       -42.0163        12.2417        21.8144        -2.6534        26.5102        -8.8808       -22.5883        -1.6529
         3.8739       320.0500         0.0244         8.4062         2.1936        -0.3490         3.4169        -7.5984        18.4381        -0.8600         3.3266
         3.8790       319.6300         0.0258        -3.5374      -102.0827        -3.5624       -36.3942      -119.9090        -4.8957         8.5456       -38.7530
         3.8814       319.4300         0.0160       -11.9972         6.3717         1.4842        -1.3804        64.1828       -52.0775       -10.6678         0.4791
         3.8849       319.1500         0.0069         1.8170       -67.7465         2.6519       -21.0925       -77.3231         8.2596        -0.1474       -23.0703
         3.8875       318.9300         0.0198       -15.5565       -87.0576       -56.6775       -53.0972      -150.2829       -15.2157         0.2122       -55.0955
         3.8904       318.6900         0.0207         7.4047         3.4003      -221.0220       -70.0723      -235.0647        22.1233       -11.0476       -74.6630
         3.8980       318.0700         0.0337      -101.3182        54.9827        86.1776        13.2807       117.2046       -43.9257       -12.1812        20.3659
         3.9036       317.6200         0.0064        23.3295        -2.1541       -17.9380         1.0791       -16.9264         0.3101        17.5346         0.3061
         3.9084       317.2200         0.0457        -2.1850       -24.1683       -11.3648       -12.5727       -57.7581       -10.9903        27.2461       -13.8341
         3.9151       316.6800         0.0241        -4.6940       -22.7845        -3.2342       -10.2376       -40.6606         3.7049         3.5432       -11.1375
         3.9171       316.5200         0.0031         5.4644         5.0110       -11.7341        -0.4196       -12.5292        12.2232         2.3561         0.6834
         3.9194       316.3300         0.0044        34.6002        -8.0489        15.8333        14.1282        -5.1458        31.9747        13.6918        13.5069
         3.9228       316.0600         0.0305        37.7100       -12.2661       132.7857        52.7432       148.4041        -1.6112        26.4403        57.7444
         3.9256       315.8300         0.0358        -7.0641       -95.9632        11.4643       -30.5210       -35.3653        -7.7839       -57.7049       -33.6180
         3.9362       314.9900         0.0114        10.8675       -19.1299         9.9935         0.5770        -3.9120         1.7471         2.9051         0.2467
         3.9395       314.7200         0.0041        36.2646         9.1941        27.2823        24.2470        55.0750         5.4287        17.3383        25.9473
         3.9434       314.4100         0.0535      -162.1534         6.5535        -4.7462       -53.4487         9.1728       -80.9571       -82.2663       -51.3502
         3.9467       314.1400         0.0350       119.9163       -32.0409        -0.5232        29.1174       -51.1562        61.0078        75.4235        28.4250
         3.9499       313.8900         0.0317        93.6893       -20.5723         1.4154        24.8441       -38.6495        39.1411        65.6782        22.0566
         3.9577       313.2700         0.0039         0.3037       -49.3755       -18.8920       -22.6546       -28.0794       -19.5895       -24.6572       -24.1087
         3.9618       312.9500         0.0193       -40.4701        24.8042       -43.4623       -19.7094        18.0099       -71.3559        -3.9623       -19.1027
         3.9688       312.3900         0.0117       125.2927        -8.5182        10.1093        42.2946        -8.6462        62.5894        57.1236        37.0222
         3.9753       311.8800         0.0004         0.6254         6.5413         0.0731         2.4133        15.5331       -10.5291         0.4420         1.8153
         3.9801       311.5100         0.0093        -8.6720      -203.3662         0.4440       -70.5314      -154.7726        -2.9678       -60.7814       -72.8406
         3.9816       311.3900         0.0188        27.9783        82.2251        21.2889        43.8308        71.0337        16.7127        46.1578        44.6347
         3.9878       310.9100         0.0162         2.9081       124.4016        38.4271        55.2456       192.4687        -8.9506        -4.5826        59.6452
