             eV             nm  Absorbance(f)     XX(length)     YY(length)     ZZ(length)      R(length)   XX(velocity)   YY(velocity)   ZZ(velocity)    R(velocity)
         1.9013       652.1000         0.0010        -5.6167         6.0772         4.5044         1.6550        17.0533        -0.8666       -10.0727         2.0380
         1.9179       646.4700         0.0039        -7.4934        20.1037       124.6452        45.7518        97.7385        46.8426        11.2448        51.9420
         1.9405       638.9200         0.0022        13.9141       -63.3571        48.6553        -0.2626       -13.3605        24.3443       -23.3728        -4.1296
         1.9516       635.3000         0.0046        52.4052         0.0876        27.6249        26.7059        14.0790        39.9406        33.4322        29.1506
         1.9603       632.4700         0.0007        38.0983       -14.5106        63.0789        28.8889        26.3323        46.9852        17.4108        30.2428
         1.9992       620.1600         0.0103       -70.9043       -14.7285         1.1956       -28.1457       -29.2087       -47.2215       -51.7294       -42.7198
         2.0144       615.5000         0.0006        25.7328        17.8024        79.1577        40.8976        42.4634        35.6505        21.0940        33.0693
         2.0392       608.0100         0.0008         6.5710        11.1513       -12.0695         1.8843         2.3603        -2.8079        11.7655         3.7726
         2.0444       606.4700         0.0019       -10.3416       -31.2212       -15.0547       -18.8725       -32.6896       -12.0632       -23.3908       -22.7145
         2.0547       603.4200         0.0084       -83.7107         0.2636        75.1262        -2.7736        45.3719         7.0299       -62.4039        -3.3340
         2.0674       599.7100         0.0775       501.8660       -54.9788        29.9709       158.9527        -9.7026       290.6873       213.1890       164.7246
         2.0752       597.4500         0.0078       -16.8057         4.1032        28.4578         5.2518        15.3240         4.4555        -3.8772         5.3008
         2.0914       592.8200         0.0101      -119.2284      -179.5163       -25.7593      -108.1680      -108.2022       -59.5607      -137.3415      -101.7015
         2.0999       590.4400         0.0364       261.6090       -30.9113        43.7273        91.4750         3.4800       155.6048       109.8475        89.6441
         2.1300       582.0800         0.0170       232.8188       -97.3552       -21.6933        37.9235       -76.8657        77.5412        97.9712        32.8822
         2.1437       578.3500         0.0056        -4.0262        60.7771       -63.0589        -2.1027        -4.1520       -25.3581        31.5579         0.6826
         2.1478       577.2500         0.0560       -72.4395       -19.8705      -133.5023       -75.2708       -94.1812      -105.6714       -28.8946       -76.2491
         2.1728       570.6200         0.0081       -10.8359        18.4307         8.1467         5.2472        12.7114       -11.2890        12.4255         4.6159
         2.1854       567.3200         0.0054      -101.5292        -8.4392        17.1335       -30.9450        13.1749       -38.6129       -66.7596       -30.7325
         2.2059       562.0700         0.0490       259.8420        22.0985       -23.6139        86.1089        -3.8101       133.5595       115.1710        81.6401
         2.2143       559.9400         0.0090       -14.3866        25.3965      -229.6133       -72.8678      -134.7711      -122.3105        10.7788       -82.1009
         2.2278       556.5300         0.0101        78.7267         0.0959        18.9659        32.5962        15.4987        56.4528        37.0138        36.3218
         2.2411       553.2300         0.0330         1.1281      -114.4672        19.8531       -31.1620       -68.2976        30.2738       -72.5876       -36.8705
         2.2510       550.7900         0.0019       -13.2546       -71.8381         3.2065       -27.2954       -51.6562        -9.5367       -44.5517       -35.2482
         2.2560       549.5600         0.0101       -40.4721        20.6733        55.0056        11.7356        35.2869        13.8277        -6.9839        14.0436
         2.2688       546.4800         0.0062        27.3341       -63.6087       -50.2729       -28.8492       -72.0440       -16.7919       -23.0370       -37.2909
         2.2771       544.4900         0.0147        -6.3455      -113.3038       -22.5648       -47.4047       -85.1320       -20.4634       -50.6860       -52.0938
         2.2993       539.2300         0.0049       -11.1310        40.8571       -14.5062         5.0733        26.0090       -13.4344        35.4720        16.0155
         2.3381       530.2900         0.0231       -39.8797       103.8434        10.4389        24.8009        70.8113       -12.4076        26.6502        28.3513
         2.3492       527.7700         0.0184       -44.4269        42.2049       -16.4542        -6.2254        29.7252       -34.7324         2.8475        -0.7199
         2.3577       525.8600         0.0092        70.2741      -116.9847         1.3552       -15.1185       -83.9752        30.3758       -26.2863       -26.6285
         2.3642       524.4300         0.0043        22.7702       -72.6840       -47.5233       -32.4790       -69.8324       -13.5521       -35.9974       -39.7940
         2.3755       521.9200         0.0529       216.2469        68.0304        23.0455       102.4409        55.0322        89.8015       172.7339       105.8559
         2.3857       519.7100         0.0221       -36.8492         4.6452       -57.7744       -29.9928       -29.9945       -45.7788       -15.2392       -30.3375
         2.3929       518.1300         0.0035       -24.2958       -67.8203        -4.8610       -32.3257       -61.8888       -26.1217       -35.8281       -41.2795
         2.4078       514.9400         0.0165       -67.3731        -5.1487        28.9790       -14.5143        11.1531       -12.7095       -37.3461       -12.9675
         2.4223       511.8500         0.0007         2.4670         9.0164       -87.8386       -25.4517       -45.3185       -32.0552         4.6785       -24.2317
         2.4402       508.0900         0.0339        -9.5545        -4.6771        -6.8389        -7.0235       -12.2947        -4.6410       -13.8026       -10.2461
         2.4731       501.3300         0.0572       128.4827        30.9990         7.0759        55.5192         5.3833        86.0262        65.6918        52.3671
         2.4842       499.0800         0.0018        -0.6301      -178.9123        31.7143       -49.2760       -90.1091        -0.1399       -63.7582       -51.3357
         2.4937       497.1900         0.0120       -73.1177       -20.1849        34.0217       -19.7603        -1.8166       -13.6957       -40.7203       -18.7442
         2.4948       496.9700         0.0046       -16.3213        35.1354       144.6865        54.5002       104.8340        39.1437         3.0037        48.9938
         2.5089       494.1800         0.0482       104.1460        -0.1950       -72.1547        10.5987       -22.9265        50.7150        36.1788        21.3224
         2.5328       489.5200         0.0623      -125.5771        16.3314         1.5429       -35.9009         7.9432       -39.6639       -76.2472       -35.9893
         2.5432       487.5200         0.0018         5.9284        23.3969      -130.9843       -33.8863       -70.0848       -36.7218        15.0092       -30.5991
         2.5544       485.3700         0.0029        35.0239         4.7881        98.0317        45.9479        96.1514        75.7436        11.5073        61.1341
         2.5732       481.8300         0.0147        55.5800        53.1478        31.6128        46.7802        30.7289        60.6215        19.5916        36.9807
         2.5785       480.8400         0.0372       129.6934       -39.7995        18.6762        36.1900       -13.4015        82.2053        48.4049        39.0696
         2.5964       477.5200         0.0002       -10.2043         0.2879         0.8976        -3.0062         5.7703         2.3396        -4.5019         1.2027
         2.6073       475.5300         0.0065       -14.9177        21.6505        34.1809        13.6379        30.5626         5.7097        -2.7041        11.1894
         2.6209       473.0700         0.0140       112.4222       272.4052        -6.3038       126.1746       173.5780        46.7891       143.7348       121.3673
         2.6307       471.3000         0.1065       214.5444        87.6132       -23.5715        92.8620        67.3008       107.5758       108.5509        94.4758
         2.6477       468.2700         0.0499       -15.7067      -163.6776       -19.6044       -66.3296      -114.2084       -29.2099       -52.5917       -65.3366
         2.6598       466.1400         0.0935        66.0430        65.1910        30.7997        54.0112        55.6509        73.0306        25.1222        51.2679
         2.6811       462.4300         0.0423       183.7882         8.0880       483.4482       225.1082       280.9043       256.3419       142.2104       226.4855
         2.6916       460.6300         0.1257      -235.2740       226.7081       -20.4307        -9.6655       134.4309      -142.0340       -15.5463        -7.7165
         2.7083       457.7900         0.0613       112.4738        68.1867         0.0225        60.2276        52.6591        79.9086        50.4382        61.0020
         2.7219       455.5000         0.0111        -5.8237      -222.3652        95.1703       -44.3395       -84.7904        35.7523       -91.0207       -46.6863
         2.7403       452.4500         0.1511      -163.5016        55.6113       132.7075         8.2724       114.4422       -59.0142       -32.2803         7.7159
         2.7477       451.2300         0.0451        12.0355        65.0278      -292.7976       -71.9114      -209.8844       -78.9488        62.4534       -75.4599
         2.7566       449.7700         0.1778       279.2692       -11.7125         1.8431        89.7999       -10.8303       166.4185       109.0802        88.2228
         2.7679       447.9400         0.3449      -294.8244       138.8298      -179.5108      -111.8352        -4.1480      -262.5259       -64.2977      -110.3239
         2.7874       444.8100         0.2413       227.5777       -77.8913       261.1810       136.9558       118.3635       230.9311        95.0973       148.1306
         2.7940       443.7600         0.7811       -51.0983       -92.8288      -129.2488       -91.0586      -165.2549        21.3329      -146.9316       -96.9512
         2.7964       443.3700         0.5523      -402.5735       -18.3340       252.0382       -56.2898       151.3637       -90.4367      -217.0524       -52.0418
         2.8084       441.4700         0.2024       171.7957        26.4001       -13.9633        61.4109         2.6130        39.3544       137.0288        59.6654
         2.8194       439.7600         0.1724      -189.8478         0.5297       132.4188       -18.9664        75.0897       -43.4439       -85.3041       -17.8861
         2.8329       437.6600         0.0435        72.0998       239.2598       -31.4318        93.3093       142.3195        26.0188       135.3680       101.2354
         2.8486       435.2500         0.9931        54.5141       -94.7154       -53.2548       -31.1520      -107.4646       -19.2312        27.0486       -33.2157
         2.8508       434.9100         0.0888       145.6110        58.5207        -5.9408        66.0636        20.9403        91.1240        79.6108        63.8917
         2.8624       433.1500         0.2930       334.8995        78.5195        -2.1910       137.0760        45.6366       144.8377       225.7814       138.7519
         2.8728       431.5800         0.0311       -40.7348       -23.1087       -92.4630       -52.1022       -71.4610       -38.1061       -47.7826       -52.4499
         2.8801       430.4900         0.0955       197.5264        12.2725       -49.4785        53.4401         7.4947        72.8632        75.2490        51.8690
         2.8991       427.6700         0.2696        74.6538       101.2211        71.3252        82.4000       108.8257        80.8585        66.7904        85.4915
         2.9055       426.7300         0.1579       -21.9574      -312.3443       -79.4236      -137.9084      -252.2629       -34.8661      -180.1579      -155.7623
         2.9198       424.6300         0.0435       133.0134        -7.1445        31.6065        52.4918        24.0602        81.7724        62.3747        56.0691
         2.9361       422.2700         0.6318      -684.5316        30.5959        87.9715      -188.6547        53.3422      -231.6108      -369.1567      -182.4751
         2.9390       421.8600         0.2043         1.9275       -43.9157        -6.5073       -16.1651        -4.7001         9.3640       -59.7435       -18.3599
         2.9534       419.8000         0.0499       -10.3543       -38.8095       110.2955        20.3772        51.4358        27.8018       -26.7231        17.5048
         2.9574       419.2300         0.0849      -117.7736       -85.5130       184.8453        -6.1471        84.2322        68.7757      -153.4784        -0.1568
         2.9649       418.1700         0.3574       216.3208        30.4667       -15.5356        77.0840        -6.1523       167.7803        74.0353        78.5544
         2.9842       415.4700         0.1414      -271.9944       -29.2099       -32.1487      -111.1177       -31.1670      -188.3603      -123.8066      -114.4447
         2.9921       414.3700         0.0498        57.7814        13.4274       -21.9468        16.4207       -15.8009        21.1543        44.9149        16.7561
         3.0094       412.0000         0.0112       -27.2900         0.0890       311.3892        94.7294       192.5950       152.0929       -17.9504       108.9125
         3.0194       410.6300         0.4628      -168.0767        17.5809       -15.1623       -55.2194       -16.2199      -122.1407       -22.6263       -53.6623
         3.0245       409.9300         0.0137        -1.9470       -59.2848       104.5932        14.4538        40.5273        19.8268       -15.7642        14.8633
         3.0319       408.9300         0.0951       -95.5349         0.0796        -0.7707       -32.0753         4.5257       -29.8065       -60.0495       -28.4434
         3.0447       407.2200         0.0078         7.5221        -4.9167       -14.8779        -4.0908        -5.6063       -17.7228         8.6228        -4.9021
         3.0616       404.9600         0.2253       122.1376        -4.2768       232.6661       116.8423       222.3072       149.7509         2.3498       124.8026
         3.0692       403.9700         0.0195        20.6874       -36.1952       -41.3384       -18.9487       -80.8244        -6.4132        18.0732       -23.0548
         3.0912       401.0900         0.0016        -1.9873        -8.0914       -12.5317        -7.5368        -6.7700        -4.4611        -6.3766        -5.8692
         3.0969       400.3500         0.1295       -32.4022       -17.2395       -28.9754       -26.2057       -41.8720       -44.0639        -5.9842       -30.6400
         3.1103       398.6200         0.2557      -206.6726         8.2486       -11.2283       -69.8841        20.1798      -130.7458       -97.2234       -69.2632
         3.1223       397.0900         0.0499        10.4837       -29.9506       -32.0013       -17.1561       -35.5702       -11.1511        -8.6595       -18.4603
         3.1262       396.6000         0.0035         7.9846       -15.7397       -49.2384       -18.9978       -58.7274        -3.9206        -2.7714       -21.8065
         3.1350       395.4800         0.1325       -52.7557       -11.5992       -15.0125       -26.4558         2.1853       -48.1683       -34.3496       -26.7775
         3.1475       393.9100         0.0053         3.8958       -18.0206         3.3148        -3.6033         3.5569         4.6629        -3.0766         1.7144
         3.1544       393.0500         0.0542       -32.8808        72.5316       -71.5098       -10.6197        23.7339       -39.3944       -27.2780       -14.3128
         3.1721       390.8600         0.0041         0.1267        -0.2339       168.7980        56.2303       146.1061        40.7799       -13.5502        57.7786
         3.1814       389.7200         0.0019         1.6084        17.4785       -44.7212        -8.5448        -8.1600       -22.7369         3.8109        -9.0287
         3.1838       389.4200         0.0864       -73.1752       -23.6436         3.1072       -31.2372       -15.8017       -25.3166       -55.6231       -32.2471
         3.1980       387.6900         0.0193       -34.4479       -23.3936        16.6573       -13.7281         5.0773       -33.6165       -20.8464       -16.4619
         3.2087       386.4000         0.0444       -13.7953       -17.1997       -36.4140       -22.4697       -33.5534       -21.5430       -12.5284       -22.5416
         3.2235       384.6300         0.1458      -176.7480        -2.3216       147.1558       -10.6380       103.0149       -73.5757       -38.7588        -3.1065
         3.2285       384.0300         0.0038        -1.0822        29.2600       -25.5107         0.8891       -13.0529         7.2276        14.2589         2.8112
         3.2384       382.8500         0.0027        -4.7972       149.8524        17.9633        54.3395       102.0395         9.0915        94.7599        68.6303
         3.2472       381.8200         0.0533         8.2331        39.2262        -5.4725        13.9956        25.2967        10.3053         5.8110        13.8043
         3.2521       381.2400         0.0132        19.4677        39.7088       -61.5059        -0.7765       -13.9209       -21.7364        35.4799        -0.0591
         3.2615       380.1400         0.0179      -112.7146      -128.2781       -51.4351       -97.4759      -146.9947       -70.8530      -110.8756      -109.5744
         3.2751       378.5700         0.0103        61.3429      -126.5739        13.3442       -17.2956       -87.1003        34.8507       -25.3672       -25.8723
         3.2806       377.9300         0.0402        16.6838        69.8388        48.3466        44.9564       111.2247        28.0758        21.1627        53.4878
         3.2997       375.7400         0.0563       -80.2849         1.5553         2.4272       -25.4341         4.2515       -61.6139       -17.5990       -24.9871
         3.3051       375.1300         0.0351       -72.3686       212.9923       -57.2688        27.7850        86.0440        14.3817       -12.3830        29.3475
         3.3106       374.5100         0.0054        -0.7504        20.7788        -6.4665         4.5206        50.2418       -41.0949         2.6480         3.9316
         3.3152       373.9900         0.0245       103.5162       -29.3125        25.6423        33.2820       -39.2595        67.9734        64.0889        30.9342
         3.3177       373.7100         0.0277         4.6567       -21.6816       -22.9510       -13.3253      -136.9945        98.2645        -4.3438       -14.3579
         3.3306       372.2600         0.0126        -4.9164      -209.3962         9.5046       -68.2693      -166.6487        -5.4015       -53.5476       -75.1993
         3.3333       371.9600         0.0048        15.1572        44.7679       -25.3497        11.5251         3.1017        10.5274        31.6873        15.1055
         3.3424       370.9400         0.0213        22.7138        34.7541        33.7758        30.4146        72.6170        22.0049        -2.2217        30.8000
         3.3489       370.2200         0.0234        26.4516        76.1406        -1.5943        33.6660        62.8491        18.1142        30.4641        37.1425
         3.3683       368.0900         0.0120        -4.1720        -2.9742       109.6649        34.1729        49.1790        72.1947       -11.3908        36.6610
         3.3730       367.5800         0.0108        -6.2428       -13.1524         4.8041        -4.8637         9.2448         3.5690       -26.6724        -4.6195
         3.3872       366.0400         0.0195       -28.8492        -9.8794        55.4471         5.5728        59.2235       -10.3958       -27.7538         7.0246
         3.3968       365.0000         0.0171        41.3507       -44.6509       -12.2259        -5.1754        -0.6358       -51.3163        12.5710       -13.1270
         3.4076       363.8500         0.0368        17.9341      -249.9772        -0.7074       -77.5835      -215.1200         2.6660       -57.3999       -89.9513
         3.4099       363.6000         0.0192        -5.2548        -7.3120      -144.0555       -52.2074      -103.4382       -69.8805        -8.5129       -60.6106
         3.4232       362.1800         0.0188        -8.8100        19.6733      -125.8203       -38.3190       -59.6582       -74.4834        -0.5177       -44.8864
         3.4341       361.0400         0.0186        -2.3942      -123.2883        58.1633       -22.5064        28.7476       -41.5902       -56.0794       -22.9740
         3.4448       359.9200         0.0217        18.0201       174.3163        -1.0825        63.7513       194.7276        12.3041         7.3294        71.4537
         3.4526       359.1000         0.0248       -13.8755       -10.2141        11.7012        -4.1294       -22.9235        20.7213        -5.1910        -2.4644
         3.4675       357.5600         0.0429       -11.8206       291.1234        -3.7843        91.8395       213.1089        -7.0029       106.8792       104.3284
         3.4711       357.1900         0.0225       -32.9516       -39.4216       -12.2707       -28.2146       -34.8024       -28.3758       -17.5183       -26.8988
         3.4779       356.4900         0.0253       -12.4604       295.5319       -73.1264        69.9817       181.2993       -11.8436        83.1891        84.2149
         3.4909       355.1700         0.0196         5.9555        -0.9768       -95.8579       -30.2931       -55.9295       -48.1263        -1.2337       -35.0965
         3.4951       354.7400         0.0014        -1.6724        -9.6720         3.8205        -2.5080        -8.3816         2.5869        -3.4220        -3.0722
         3.5010       354.1400         0.0061         6.5921        31.2464        34.5389        24.1258        38.6633         4.6587        28.5735        23.9652
         3.5068       353.5600         0.0177        35.8242        24.5929        -3.3809        19.0121        10.2912        19.8667        25.4354        18.5311
         3.5140       352.8300         0.0331       -25.4968      -118.0672         3.7719       -46.5974       -85.1367        -9.3003       -64.0850       -52.8407
         3.5222       352.0100         0.0116        -4.7299       149.7526      -138.0285         2.3314         0.5820       -34.6776        50.2987         5.4010
         3.5305       351.1800         0.0012       -10.3993         4.2598         6.8837         0.2481         8.1554        -1.6761        -2.1671         1.4374
         3.5401       350.2300         0.0334      -147.2206         5.3792      -215.9905      -119.2773      -167.6730      -125.7773       -91.6097      -128.3533
         3.5472       349.5300         0.0127       -10.0932         1.6951        74.0409        21.8809        10.2366        60.2110         6.6672        25.7050
         3.5478       349.4600         0.0143       -28.0764        13.9121       -51.9992       -22.0545       -42.9460       -13.1110       -18.5180       -24.8583
         3.5596       348.3100         0.0159      -143.3100       -21.2856        40.9641       -41.2105        41.0299       -72.2037       -78.3341       -36.5026
         3.5721       347.0900         0.0341       -22.7639       -93.5851        -1.6196       -39.3229       -66.1911       -14.5116       -45.3051       -42.0026
         3.5790       346.4200         0.0108         3.2138       -77.5246       167.5793        31.0895       129.8433         0.4198       -25.6247        34.8795
         3.5834       346.0000         0.0269        -1.8552      -209.8792        -3.2026       -71.6457      -184.8520        -2.4133       -54.3220       -80.5291
         3.5946       344.9200         0.0240       -45.1983        15.5241       -81.9747       -37.2163       -37.5513       -60.3323       -19.3236       -39.0691
         3.6004       344.3700         0.0047         2.0673       -52.2031       -56.1445       -35.4268       -74.5702       -42.5619        -6.7303       -41.2875
         3.6082       343.6200         0.0085        -8.0752       -30.4175       -21.8958       -20.1295        10.5621       -57.2239       -22.0102       -22.8907
         3.6149       342.9800         0.0278        62.8972       -72.3507       -14.0569        -7.8368        62.8071       -44.3178       -60.0564       -13.8557
         3.6195       342.5500         0.0123         8.7230      -128.5402        22.5637       -32.4178      -103.8404        12.5618       -15.4324       -35.5703
         3.6280       341.7400         0.0122        10.3803        51.5573        18.2179        26.7185        19.9474        22.6801        50.1774        30.9350
         3.6352       341.0600         0.0065        -0.1103      -110.9972       -11.0733       -40.7269      -105.0104       -15.7542       -22.7108       -47.8251
         3.6416       340.4600         0.0120         1.9818       -35.1536         0.7510       -10.8069       -36.3115         4.0050        -5.9740       -12.7601
         3.6438       340.2600         0.0025        16.3967        -8.1982         0.1777         2.7921       -13.3440         5.7785        10.7337         1.0561
         3.6607       338.6900         0.0181        28.7987      -327.9197       -84.2217      -127.7809      -391.4996        16.2152       -74.6591      -149.9811
         3.6643       338.3600         0.0088        -3.4017      -121.8987       -13.0321       -46.1108      -201.4455        -4.5107        62.0128       -47.9811
         3.6690       337.9200         0.0047        -1.7488        -2.4939       -87.2874       -30.5100       -57.7669       -42.4277        -2.7067       -34.3005
         3.6767       337.2200         0.0074       -12.7916         7.9440        35.4204        10.1909         4.2409        13.7456         9.3463         9.1109
         3.6831       336.6300         0.0024         0.0663       -48.4494       -12.0656       -20.1495       -43.0401        -2.8994       -14.6496       -20.1963
         3.6855       336.4100         0.0119        13.7621        -2.2986        20.7466        10.7367        38.7229       -21.9081        17.2353        11.3500
         3.6932       335.7100         0.0021        -0.0761        -5.9260        13.8379         2.6120        18.3873        -0.8775        -6.7658         3.5813
         3.6991       335.1800         0.0195       -31.4893        51.1629        91.9281        37.2005        46.4262         0.8616        93.1642        46.8173
         3.7051       334.6300         0.0046        -1.5546        61.9506        18.3973        26.2644        43.0095         3.3889        31.9692        26.1225
         3.7104       334.1500         0.0394        36.2506        94.8281        -1.4228        43.2186        54.6256        22.5297        67.1653        48.1069
         3.7138       333.8500         0.0141         1.6591       -19.0687        95.3064        25.9656        93.9674       -16.3479         8.7272        28.7822
         3.7192       333.3600         0.0074        22.9843        -0.7700        27.2314        16.4819        17.1882        20.4371        14.9782        17.5345
         3.7225       333.0700         0.0061        46.1422        10.8809        31.7371        29.5868        36.7725        20.5797        25.4778        27.6100
         3.7293       332.4600         0.0116       -55.1306       -25.5776       -88.5588       -56.4223       -91.5176       -59.8518       -31.0155       -60.7950
         3.7329       332.1400         0.0349       -19.5963        -6.0396        42.0996         5.4879        15.7260        15.5104       -20.0606         3.7253
